equipment_id,equipment_type,manufacturer,equipment_model,purchase_year,equipment_age_years,fuel_type,home_site_id,total_engine_hours,daily_rental_cost_inr,current_status
EQ_00270,Forklift,Caterpillar,KION EFG,2018,8,Electric,SITE_026,7979,7000,Available
EQ_00271,Dump Truck,Liebherr,CAT 777,2018,8,Diesel,SITE_011,2911,22000,Rented
EQ_00272,Excavator,Komatsu,CAT 320,2022,4,Diesel,SITE_030,2447,18000,Maintenance
EQ_00273,Dump Truck,Liebherr,Volvo A40,2025,1,Diesel,SITE_025,10646,22000,Rented
EQ_00274,Dump Truck,Liebherr,Volvo A40,2025,1,Diesel,SITE_007,5357,22000,Available
EQ_00275,Excavator,Caterpillar,CAT 320,2023,3,Diesel,SITE_022,9253,18000,Rented
EQ_00276,Loader,Liebherr,Volvo L120,2018,8,Diesel,SITE_009,9913,14000,Idle
EQ_00277,Generator,Caterpillar,Cummins C500,2025,1,Diesel,SITE_011,13849,9000,Rented
EQ_00278,Bulldozer,Volvo,Komatsu D65,2021,5,Diesel,SITE_008,20832,16000,Available
EQ_00279,Loader,Tata,Volvo L120,2021,5,Diesel,SITE_021,18761,14000,Available
EQ_00280,Loader,Liebherr,CAT 950,2023,3,Diesel,SITE_008,8633,14000,Rented
EQ_00281,Crane,Liebherr,Zoomlion QY25,2023,3,Diesel,SITE_020,7500,30000,Rented
EQ_00282,Forklift,Liebherr,KION EFG,2025,1,Electric,SITE_018,17071,7000,Maintenance
EQ_00283,Generator,JCB,Cummins C500,2021,5,Diesel,SITE_023,3158,9000,Maintenance
EQ_00284,Excavator,JCB,CAT 320,2022,4,Diesel,SITE_030,12120,18000,Idle
EQ_00285,Forklift,Komatsu,Toyota 8FD,2023,3,Electric,SITE_001,9594,7000,Maintenance
EQ_00286,Forklift,Tata,KION EFG,2018,8,Diesel,SITE_030,4430,7000,Available
EQ_00287,Bulldozer,Tata,CAT D6,2019,7,Diesel,SITE_004,13753,16000,Rented
EQ_00288,Generator,JCB,Kirloskar KG500,2022,4,Diesel,SITE_016,7395,9000,Rented
EQ_00289,Excavator,Komatsu,CAT 320,2016,10,Diesel,SITE_011,4490,18000,Rented
EQ_00290,Forklift,JCB,KION EFG,2019,7,Diesel,SITE_020,14543,7000,Idle
EQ_00291,Dump Truck,Volvo,Volvo A40,2023,3,Diesel,SITE_022,4245,22000,Rented
EQ_00292,Dump Truck,Komatsu,Komatsu HD605,2025,1,Diesel,SITE_026,14966,22000,Idle
EQ_00293,Excavator,Tata,JCB JS220,2021,5,Diesel,SITE_013,3985,18000,Rented
EQ_00294,Forklift,Tata,JCB Telehandler,2019,7,Electric,SITE_028,9847,7000,Rented
EQ_00295,Excavator,JCB,Komatsu PC210,2020,6,Diesel,SITE_010,17871,18000,Rented
EQ_00296,Bulldozer,Volvo,Komatsu D65,2022,4,Diesel,SITE_007,5415,16000,Available
EQ_00297,Excavator,JCB,Komatsu PC210,2021,5,Diesel,SITE_012,17003,18000,Available
EQ_00298,Generator,Caterpillar,CAT XQ500,2016,10,Diesel,SITE_016,16020,9000,Rented
EQ_00299,Excavator,Caterpillar,CAT 320,2021,5,Diesel,SITE_021,19907,18000,Available
EQ_00300,Forklift,Volvo,KION EFG,2020,6,Diesel,SITE_025,4130,7000,Idle
EQ_00301,Dump Truck,Liebherr,Volvo A40,2023,3,Diesel,SITE_007,15875,22000,Available
EQ_00302,Excavator,Liebherr,CAT 320,2024,2,Diesel,SITE_010,20638,18000,Available
EQ_00303,Excavator,Caterpillar,Komatsu PC210,2025,1,Diesel,SITE_029,16904,18000,Maintenance
EQ_00304,Excavator,Caterpillar,CAT 320,2022,4,Diesel,SITE_014,4539,18000,Available
EQ_00305,Dump Truck,Liebherr,Volvo A40,2019,7,Diesel,SITE_008,18176,22000,Idle
EQ_00306,Generator,Komatsu,Kirloskar KG500,2020,6,Diesel,SITE_030,2807,9000,Rented
EQ_00307,Bulldozer,Liebherr,Liebherr PR 726,2017,9,Diesel,SITE_014,13160,16000,Available
EQ_00308,Generator,JCB,Cummins C500,2025,1,Diesel,SITE_030,11199,9000,Rented
EQ_00309,Excavator,Komatsu,CAT 320,2024,2,Diesel,SITE_028,11918,18000,Rented
EQ_00310,Generator,JCB,CAT XQ500,2024,2,Diesel,SITE_028,11670,9000,Maintenance
EQ_00311,Forklift,Caterpillar,KION EFG,2019,7,Diesel,SITE_018,1176,7000,Maintenance
EQ_00312,Generator,Komatsu,CAT XQ500,2019,7,Diesel,SITE_024,11426,9000,Rented
EQ_00313,Dump Truck,JCB,Volvo A40,2024,2,Diesel,SITE_029,20640,22000,Rented
EQ_00314,Generator,JCB,CAT XQ500,2021,5,Diesel,SITE_009,9888,9000,Rented
EQ_00315,Excavator,Komatsu,CAT 320,2023,3,Diesel,SITE_002,6453,18000,Rented
EQ_00316,Bulldozer,Volvo,Komatsu D65,2020,6,Diesel,SITE_010,21888,16000,Idle
EQ_00317,Excavator,Liebherr,JCB JS220,2020,6,Diesel,SITE_020,2628,18000,Rented
EQ_00318,Loader,Tata,Komatsu WA380,2022,4,Diesel,SITE_017,10955,14000,Rented
EQ_00319,Generator,JCB,Kirloskar KG500,2024,2,Diesel,SITE_003,11520,9000,Rented
EQ_00320,Dump Truck,Liebherr,Volvo A40,2019,7,Diesel,SITE_017,10775,22000,Maintenance
EQ_00321,Forklift,Tata,JCB Telehandler,2024,2,Diesel,SITE_006,20317,7000,Idle
EQ_00322,Excavator,Liebherr,Komatsu PC210,2018,8,Diesel,SITE_016,9567,18000,Available
EQ_00323,Generator,Caterpillar,Cummins C500,2020,6,Diesel,SITE_018,21425,9000,Available
EQ_00324,Excavator,Tata,Komatsu PC210,2025,1,Diesel,SITE_020,1936,18000,Rented
EQ_00325,Bulldozer,Liebherr,Liebherr PR 726,2025,1,Diesel,SITE_013,16279,16000,Rented
EQ_00326,Generator,JCB,CAT XQ500,2025,1,Diesel,SITE_013,13248,9000,Rented
EQ_00327,Forklift,Tata,KION EFG,2019,7,Electric,SITE_021,5671,7000,Available
EQ_00328,Dump Truck,Caterpillar,Komatsu HD605,2024,2,Diesel,SITE_023,5401,22000,Rented
EQ_00329,Excavator,Komatsu,JCB JS220,2025,1,Diesel,SITE_025,15973,18000,Rented
EQ_00330,Dump Truck,JCB,Volvo A40,2025,1,Diesel,SITE_011,14208,22000,Rented
EQ_00331,Excavator,Caterpillar,Komatsu PC210,2016,10,Diesel,SITE_013,13640,18000,Rented
EQ_00332,Forklift,Caterpillar,KION EFG,2023,3,Diesel,SITE_010,1592,7000,Rented
EQ_00333,Generator,Tata,CAT XQ500,2025,1,Diesel,SITE_016,13354,9000,Rented
EQ_00334,Excavator,Liebherr,CAT 320,2023,3,Diesel,SITE_004,21599,18000,Maintenance
EQ_00335,Excavator,Komatsu,JCB JS220,2018,8,Diesel,SITE_013,872,18000,Rented
EQ_00336,Excavator,JCB,CAT 320,2023,3,Diesel,SITE_006,10583,18000,Rented
EQ_00337,Forklift,JCB,JCB Telehandler,2017,9,Diesel,SITE_016,11129,7000,Rented
EQ_00338,Loader,Liebherr,Komatsu WA380,2020,6,Diesel,SITE_026,19780,14000,Available
EQ_00339,Generator,Komatsu,Cummins C500,2022,4,Diesel,SITE_030,6581,9000,Rented
EQ_00340,Dump Truck,Tata,Komatsu HD605,2020,6,Diesel,SITE_014,10724,22000,Rented
EQ_00341,Dump Truck,JCB,CAT 777,2022,4,Diesel,SITE_002,15919,22000,Idle
EQ_00342,Excavator,Komatsu,Komatsu PC210,2018,8,Diesel,SITE_007,1797,18000,Rented
EQ_00343,Forklift,Tata,JCB Telehandler,2022,4,Electric,SITE_004,17723,7000,Available
EQ_00344,Crane,Tata,Tadano GR-1000,2022,4,Diesel,SITE_023,18177,30000,Rented
EQ_00345,Dump Truck,JCB,Volvo A40,2022,4,Diesel,SITE_030,15972,22000,Available
EQ_00346,Dump Truck,Liebherr,Komatsu HD605,2018,8,Diesel,SITE_017,14435,22000,Rented
EQ_00347,Dump Truck,Volvo,Komatsu HD605,2019,7,Diesel,SITE_006,16573,22000,Maintenance
EQ_00348,Forklift,JCB,JCB Telehandler,2018,8,Electric,SITE_001,17307,7000,Rented
EQ_00349,Excavator,Caterpillar,JCB JS220,2020,6,Diesel,SITE_030,19922,18000,Rented
EQ_00350,Loader,Caterpillar,CAT 950,2021,5,Diesel,SITE_010,9705,14000,Rented
EQ_00351,Loader,Tata,Komatsu WA380,2019,7,Diesel,SITE_004,10305,14000,Rented
EQ_00352,Loader,Volvo,CAT 950,2020,6,Diesel,SITE_006,14215,14000,Idle
EQ_00353,Excavator,JCB,CAT 320,2018,8,Diesel,SITE_008,4651,18000,Rented
EQ_00354,Excavator,Caterpillar,JCB JS220,2018,8,Diesel,SITE_020,18908,18000,Rented
EQ_00355,Bulldozer,Caterpillar,Liebherr PR 726,2022,4,Diesel,SITE_027,17066,16000,Rented
EQ_00356,Crane,JCB,Tadano GR-1000,2024,2,Diesel,SITE_009,14067,30000,Available
EQ_00357,Loader,Komatsu,CAT 950,2018,8,Diesel,SITE_021,6985,14000,Available
EQ_00358,Dump Truck,Tata,Komatsu HD605,2024,2,Diesel,SITE_002,7974,22000,Available
EQ_00359,Dump Truck,JCB,CAT 777,2021,5,Diesel,SITE_001,9851,22000,Rented
EQ_00360,Loader,Komatsu,Volvo L120,2017,9,Diesel,SITE_002,14744,14000,Idle
EQ_00361,Loader,Tata,Komatsu WA380,2019,7,Diesel,SITE_028,17227,14000,Rented
EQ_00362,Bulldozer,Volvo,CAT D6,2016,10,Diesel,SITE_018,14944,16000,Available
EQ_00363,Dump Truck,Liebherr,Volvo A40,2016,10,Diesel,SITE_025,20493,22000,Available
EQ_00364,Crane,Tata,Liebherr LTM 1050,2019,7,Diesel,SITE_001,21152,30000,Rented
EQ_00365,Excavator,Volvo,Komatsu PC210,2020,6,Diesel,SITE_001,15655,18000,Maintenance
EQ_00366,Loader,Liebherr,Volvo L120,2023,3,Diesel,SITE_026,8474,14000,Rented
EQ_00367,Loader,Caterpillar,CAT 950,2017,9,Diesel,SITE_004,13379,14000,Maintenance
EQ_00368,Bulldozer,Caterpillar,CAT D6,2024,2,Diesel,SITE_005,9639,16000,Maintenance
EQ_00369,Dump Truck,Caterpillar,Komatsu HD605,2018,8,Diesel,SITE_016,14025,22000,Available
EQ_00370,Dump Truck,Tata,Komatsu HD605,2017,9,Diesel,SITE_019,17960,22000,Rented
EQ_00371,Generator,Komatsu,CAT XQ500,2022,4,Diesel,SITE_007,8440,9000,Idle
EQ_00372,Dump Truck,Liebherr,Volvo A40,2023,3,Diesel,SITE_014,11373,22000,Rented
EQ_00373,Dump Truck,Caterpillar,Volvo A40,2022,4,Diesel,SITE_021,1481,22000,Available
EQ_00374,Crane,JCB,Tadano GR-1000,2017,9,Diesel,SITE_014,16336,30000,Idle
EQ_00375,Generator,Liebherr,Kirloskar KG500,2017,9,Diesel,SITE_012,11031,9000,Idle
EQ_00376,Dump Truck,Liebherr,CAT 777,2019,7,Diesel,SITE_003,10383,22000,Rented
EQ_00377,Loader,Komatsu,Komatsu WA380,2020,6,Diesel,SITE_014,11947,14000,Rented
EQ_00378,Dump Truck,Volvo,Volvo A40,2025,1,Diesel,SITE_025,5133,22000,Available
EQ_00379,Crane,Komatsu,Zoomlion QY25,2018,8,Diesel,SITE_019,13356,30000,Maintenance
EQ_00380,Loader,Caterpillar,Komatsu WA380,2017,9,Diesel,SITE_027,16521,14000,Rented
EQ_00381,Generator,JCB,CAT XQ500,2025,1,Diesel,SITE_004,8018,9000,Available
EQ_00382,Forklift,JCB,JCB Telehandler,2017,9,Electric,SITE_001,3319,7000,Rented
EQ_00383,Forklift,Caterpillar,JCB Telehandler,2016,10,Diesel,SITE_017,8816,7000,Idle
EQ_00384,Loader,JCB,Komatsu WA380,2020,6,Diesel,SITE_006,4769,14000,Maintenance
EQ_00385,Loader,Komatsu,Volvo L120,2020,6,Diesel,SITE_018,8539,14000,Rented
EQ_00386,Generator,Tata,Cummins C500,2022,4,Diesel,SITE_028,13976,9000,Available
EQ_00387,Crane,Komatsu,Zoomlion QY25,2024,2,Diesel,SITE_011,2937,30000,Idle
EQ_00388,Generator,Tata,Cummins C500,2025,1,Diesel,SITE_017,16566,9000,Idle
EQ_00389,Loader,Caterpillar,CAT 950,2018,8,Diesel,SITE_021,5329,14000,Rented
EQ_00390,Excavator,JCB,JCB JS220,2025,1,Diesel,SITE_005,19735,18000,Rented
EQ_00391,Excavator,Liebherr,JCB JS220,2022,4,Diesel,SITE_027,16247,18000,Rented
EQ_00392,Generator,Volvo,CAT XQ500,2016,10,Diesel,SITE_007,6360,9000,Rented
EQ_00393,Excavator,Liebherr,CAT 320,2025,1,Diesel,SITE_025,12609,18000,Available
EQ_00394,Bulldozer,Tata,Liebherr PR 726,2017,9,Diesel,SITE_020,2880,16000,Available
EQ_00395,Crane,Komatsu,Liebherr LTM 1050,2021,5,Diesel,SITE_005,2644,30000,Available
EQ_00396,Excavator,Komatsu,Komatsu PC210,2023,3,Diesel,SITE_022,21055,18000,Idle
EQ_00397,Crane,Komatsu,Liebherr LTM 1050,2018,8,Diesel,SITE_006,17752,30000,Available
EQ_00398,Generator,Komatsu,Kirloskar KG500,2018,8,Diesel,SITE_018,3820,9000,Available
EQ_00399,Excavator,Volvo,JCB JS220,2020,6,Diesel,SITE_029,6577,18000,Rented
EQ_00400,Generator,Caterpillar,Cummins C500,2024,2,Diesel,SITE_029,4749,9000,Available
EQ_00401,Forklift,Komatsu,KION EFG,2018,8,Diesel,SITE_027,8995,7000,Available
EQ_00402,Crane,Tata,Liebherr LTM 1050,2022,4,Diesel,SITE_015,6763,30000,Rented
EQ_00403,Excavator,JCB,JCB JS220,2020,6,Diesel,SITE_017,7553,18000,Rented
EQ_00404,Dump Truck,Volvo,Komatsu HD605,2017,9,Diesel,SITE_010,11881,22000,Rented
EQ_00405,Excavator,Tata,CAT 320,2023,3,Diesel,SITE_028,4564,18000,Idle
EQ_00406,Crane,Tata,Liebherr LTM 1050,2024,2,Diesel,SITE_015,19480,30000,Available
EQ_00407,Forklift,Komatsu,KION EFG,2021,5,Electric,SITE_024,16144,7000,Idle
EQ_00408,Forklift,JCB,Toyota 8FD,2017,9,Electric,SITE_011,16851,7000,Idle
EQ_00409,Generator,Komatsu,CAT XQ500,2017,9,Diesel,SITE_023,4143,9000,Maintenance
EQ_00410,Crane,Tata,Tadano GR-1000,2020,6,Diesel,SITE_007,15725,30000,Rented
EQ_00411,Dump Truck,Caterpillar,Komatsu HD605,2021,5,Diesel,SITE_023,18479,22000,Rented
EQ_00412,Generator,Volvo,CAT XQ500,2021,5,Diesel,SITE_002,4266,9000,Rented
EQ_00413,Crane,Caterpillar,Liebherr LTM 1050,2018,8,Diesel,SITE_004,16652,30000,Rented
EQ_00414,Dump Truck,Volvo,CAT 777,2021,5,Diesel,SITE_011,8190,22000,Available
EQ_00415,Excavator,Komatsu,JCB JS220,2018,8,Diesel,SITE_015,17432,18000,Idle
EQ_00416,Bulldozer,Komatsu,Komatsu D65,2022,4,Diesel,SITE_022,10785,16000,Rented
EQ_00417,Loader,Volvo,Volvo L120,2023,3,Diesel,SITE_011,17747,14000,Maintenance
EQ_00418,Excavator,JCB,JCB JS220,2022,4,Diesel,SITE_001,3669,18000,Rented
EQ_00419,Excavator,JCB,CAT 320,2016,10,Diesel,SITE_010,8865,18000,Available
EQ_00420,Generator,Komatsu,Cummins C500,2025,1,Diesel,SITE_014,6378,9000,Rented
EQ_00421,Forklift,Komatsu,Toyota 8FD,2016,10,Diesel,SITE_017,5839,7000,Rented
EQ_00422,Dump Truck,Caterpillar,CAT 777,2025,1,Diesel,SITE_020,7129,22000,Rented
EQ_00423,Generator,Tata,Kirloskar KG500,2016,10,Diesel,SITE_008,8722,9000,Rented
EQ_00424,Forklift,Komatsu,KION EFG,2021,5,Diesel,SITE_019,3236,7000,Available
EQ_00425,Excavator,Volvo,JCB JS220,2017,9,Diesel,SITE_019,15702,18000,Rented
EQ_00426,Loader,JCB,Volvo L120,2016,10,Diesel,SITE_024,12330,14000,Rented
EQ_00427,Crane,JCB,Liebherr LTM 1050,2022,4,Diesel,SITE_016,18329,30000,Idle
EQ_00428,Excavator,Caterpillar,Komatsu PC210,2023,3,Diesel,SITE_025,15658,18000,Available
EQ_00429,Generator,JCB,Kirloskar KG500,2017,9,Diesel,SITE_007,3704,9000,Rented
EQ_00430,Loader,JCB,CAT 950,2025,1,Diesel,SITE_022,2003,14000,Rented
EQ_00431,Loader,Tata,CAT 950,2019,7,Diesel,SITE_002,9590,14000,Rented
EQ_00432,Excavator,Liebherr,Komatsu PC210,2019,7,Diesel,SITE_004,10844,18000,Rented
EQ_00433,Excavator,Volvo,JCB JS220,2018,8,Diesel,SITE_026,5665,18000,Rented
EQ_00434,Forklift,Tata,KION EFG,2020,6,Electric,SITE_015,17317,7000,Idle
EQ_00435,Excavator,Liebherr,Komatsu PC210,2017,9,Diesel,SITE_019,13004,18000,Rented
EQ_00436,Bulldozer,JCB,Komatsu D65,2020,6,Diesel,SITE_019,16581,16000,Rented
EQ_00437,Bulldozer,Caterpillar,Liebherr PR 726,2018,8,Diesel,SITE_021,2843,16000,Available
EQ_00438,Loader,Caterpillar,CAT 950,2016,10,Diesel,SITE_008,18024,14000,Rented
EQ_00439,Dump Truck,JCB,Komatsu HD605,2019,7,Diesel,SITE_006,4930,22000,Rented
EQ_00440,Loader,Komatsu,Komatsu WA380,2022,4,Diesel,SITE_002,10137,14000,Available
EQ_00441,Excavator,Liebherr,JCB JS220,2023,3,Diesel,SITE_026,9946,18000,Rented
EQ_00442,Bulldozer,JCB,Liebherr PR 726,2019,7,Diesel,SITE_007,18141,16000,Rented
EQ_00443,Generator,Caterpillar,Cummins C500,2019,7,Diesel,SITE_018,6452,9000,Rented
EQ_00444,Dump Truck,Caterpillar,CAT 777,2023,3,Diesel,SITE_014,5676,22000,Rented
EQ_00445,Dump Truck,Liebherr,Komatsu HD605,2022,4,Diesel,SITE_005,7802,22000,Rented
EQ_00446,Dump Truck,Volvo,Komatsu HD605,2024,2,Diesel,SITE_013,8257,22000,Rented
EQ_00447,Generator,JCB,Kirloskar KG500,2025,1,Diesel,SITE_003,4406,9000,Available
EQ_00448,Excavator,Tata,Komatsu PC210,2024,2,Diesel,SITE_006,4291,18000,Available
EQ_00449,Crane,JCB,Zoomlion QY25,2025,1,Diesel,SITE_005,5473,30000,Rented
EQ_00450,Loader,Volvo,Komatsu WA380,2020,6,Diesel,SITE_025,10550,14000,Idle
EQ_00451,Crane,Liebherr,Zoomlion QY25,2019,7,Diesel,SITE_018,7882,30000,Available
EQ_00452,Generator,Liebherr,CAT XQ500,2019,7,Diesel,SITE_028,8929,9000,Rented
EQ_00453,Loader,Caterpillar,Komatsu WA380,2018,8,Diesel,SITE_014,15959,14000,Maintenance
EQ_00454,Generator,Volvo,CAT XQ500,2023,3,Diesel,SITE_007,5679,9000,Maintenance
EQ_00455,Forklift,Liebherr,Toyota 8FD,2023,3,Diesel,SITE_019,20062,7000,Rented
EQ_00456,Loader,Komatsu,Komatsu WA380,2024,2,Diesel,SITE_028,16663,14000,Rented
EQ_00457,Forklift,JCB,KION EFG,2017,9,Electric,SITE_016,4255,7000,Rented
EQ_00458,Dump Truck,Caterpillar,CAT 777,2020,6,Diesel,SITE_001,7247,22000,Idle
EQ_00459,Forklift,Tata,Toyota 8FD,2018,8,Diesel,SITE_010,4446,7000,Available
EQ_00460,Crane,Volvo,Tadano GR-1000,2024,2,Diesel,SITE_028,6365,30000,Idle
EQ_00461,Loader,Caterpillar,Volvo L120,2018,8,Diesel,SITE_016,8358,14000,Available
EQ_00462,Loader,Liebherr,Komatsu WA380,2017,9,Diesel,SITE_029,3314,14000,Idle
EQ_00463,Excavator,Liebherr,JCB JS220,2021,5,Diesel,SITE_016,810,18000,Available
EQ_00464,Crane,Tata,Tadano GR-1000,2024,2,Diesel,SITE_001,9934,30000,Available
EQ_00465,Forklift,Tata,JCB Telehandler,2025,1,Electric,SITE_027,15571,7000,Available
EQ_00466,Dump Truck,Tata,Komatsu HD605,2016,10,Diesel,SITE_023,7013,22000,Rented
EQ_00467,Excavator,Tata,CAT 320,2019,7,Diesel,SITE_022,18999,18000,Rented
EQ_00468,Crane,Tata,Zoomlion QY25,2017,9,Diesel,SITE_030,8439,30000,Available
EQ_00469,Excavator,Komatsu,Komatsu PC210,2019,7,Diesel,SITE_006,19867,18000,Rented
EQ_00470,Excavator,JCB,Komatsu PC210,2021,5,Diesel,SITE_028,5573,18000,Rented
EQ_00471,Forklift,Volvo,Toyota 8FD,2018,8,Diesel,SITE_007,12095,7000,Maintenance
EQ_00472,Loader,Caterpillar,Volvo L120,2016,10,Diesel,SITE_030,16907,14000,Idle
EQ_00473,Crane,Tata,Zoomlion QY25,2021,5,Diesel,SITE_006,1769,30000,Rented
EQ_00474,Dump Truck,JCB,Volvo A40,2016,10,Diesel,SITE_017,20495,22000,Available
EQ_00475,Excavator,Liebherr,CAT 320,2018,8,Diesel,SITE_024,8346,18000,Rented
EQ_00476,Bulldozer,JCB,Liebherr PR 726,2016,10,Diesel,SITE_003,11205,16000,Idle
EQ_00477,Generator,Tata,Kirloskar KG500,2016,10,Diesel,SITE_003,14011,9000,Available
EQ_00478,Dump Truck,Caterpillar,Komatsu HD605,2020,6,Diesel,SITE_026,14324,22000,Rented
EQ_00479,Forklift,Tata,KION EFG,2024,2,Electric,SITE_002,1008,7000,Idle
EQ_00480,Dump Truck,JCB,CAT 777,2023,3,Diesel,SITE_019,19144,22000,Idle
EQ_00481,Loader,Liebherr,Volvo L120,2016,10,Diesel,SITE_029,13907,14000,Rented
EQ_00482,Generator,JCB,CAT XQ500,2016,10,Diesel,SITE_019,21974,9000,Rented
EQ_00483,Forklift,Tata,Toyota 8FD,2019,7,Diesel,SITE_015,10637,7000,Rented
EQ_00484,Generator,Volvo,Kirloskar KG500,2022,4,Diesel,SITE_013,13690,9000,Maintenance
EQ_00485,Forklift,JCB,Toyota 8FD,2023,3,Electric,SITE_020,9982,7000,Available
EQ_00486,Generator,Volvo,Kirloskar KG500,2024,2,Diesel,SITE_018,19630,9000,Available
EQ_00487,Forklift,Tata,KION EFG,2019,7,Diesel,SITE_016,18396,7000,Rented
EQ_00488,Excavator,JCB,JCB JS220,2017,9,Diesel,SITE_005,20035,18000,Available
EQ_00489,Generator,Liebherr,Kirloskar KG500,2016,10,Diesel,SITE_020,11342,9000,Rented
EQ_00490,Loader,Komatsu,Volvo L120,2017,9,Diesel,SITE_023,17516,14000,Rented
EQ_00491,Dump Truck,Komatsu,Volvo A40,2016,10,Diesel,SITE_022,8214,22000,Idle
EQ_00492,Dump Truck,Volvo,CAT 777,2024,2,Diesel,SITE_003,10410,22000,Maintenance
EQ_00493,Forklift,Tata,JCB Telehandler,2018,8,Electric,SITE_022,16844,7000,Rented
EQ_00494,Forklift,Volvo,Toyota 8FD,2024,2,Electric,SITE_022,2244,7000,Maintenance
EQ_00495,Bulldozer,Tata,Liebherr PR 726,2021,5,Diesel,SITE_006,15775,16000,Rented
EQ_00496,Generator,Tata,Kirloskar KG500,2021,5,Diesel,SITE_026,839,9000,Rented
EQ_00497,Generator,Komatsu,Cummins C500,2020,6,Diesel,SITE_016,12983,9000,Available
EQ_00498,Crane,Liebherr,Tadano GR-1000,2024,2,Diesel,SITE_015,10759,30000,Idle
EQ_00499,Excavator,Liebherr,Komatsu PC210,2016,10,Diesel,SITE_022,10576,18000,Maintenance
EQ_00500,Excavator,JCB,CAT 320,2016,10,Diesel,SITE_016,11127,18000,Idle
EQ_00501,Generator,Volvo,Kirloskar KG500,2020,6,Diesel,SITE_017,11076,9000,Idle
EQ_00502,Loader,Liebherr,Komatsu WA380,2019,7,Diesel,SITE_010,9258,14000,Idle
EQ_00503,Forklift,Caterpillar,JCB Telehandler,2021,5,Electric,SITE_028,10204,7000,Available
EQ_00504,Loader,JCB,CAT 950,2023,3,Diesel,SITE_030,12715,14000,Idle
EQ_00505,Forklift,JCB,Toyota 8FD,2021,5,Electric,SITE_004,16914,7000,Rented
EQ_00506,Loader,Komatsu,Komatsu WA380,2018,8,Diesel,SITE_022,12371,14000,Rented
EQ_00507,Generator,Volvo,CAT XQ500,2019,7,Diesel,SITE_001,14314,9000,Rented
EQ_00508,Excavator,Liebherr,JCB JS220,2023,3,Diesel,SITE_012,18487,18000,Rented
EQ_00509,Dump Truck,Liebherr,Komatsu HD605,2018,8,Diesel,SITE_030,21774,22000,Rented
EQ_00510,Generator,Tata,Cummins C500,2021,5,Diesel,SITE_006,2836,9000,Available
EQ_00511,Forklift,JCB,Toyota 8FD,2021,5,Electric,SITE_012,15827,7000,Available
EQ_00512,Generator,Volvo,Cummins C500,2023,3,Diesel,SITE_007,5341,9000,Rented
EQ_00513,Excavator,Volvo,JCB JS220,2023,3,Diesel,SITE_022,4730,18000,Idle
EQ_00514,Crane,Volvo,Tadano GR-1000,2020,6,Diesel,SITE_014,17549,30000,Rented
EQ_00515,Excavator,Tata,JCB JS220,2019,7,Diesel,SITE_018,1976,18000,Rented
EQ_00516,Excavator,Komatsu,JCB JS220,2019,7,Diesel,SITE_029,18728,18000,Rented
EQ_00517,Dump Truck,Liebherr,Komatsu HD605,2020,6,Diesel,SITE_016,17066,22000,Rented
EQ_00518,Generator,Volvo,Cummins C500,2018,8,Diesel,SITE_023,21888,9000,Available
EQ_00519,Generator,Tata,CAT XQ500,2022,4,Diesel,SITE_003,14860,9000,Maintenance
EQ_00520,Forklift,Komatsu,KION EFG,2018,8,Diesel,SITE_007,19267,7000,Available
EQ_00521,Generator,Tata,CAT XQ500,2022,4,Diesel,SITE_029,3048,9000,Rented
EQ_00522,Generator,Caterpillar,Kirloskar KG500,2023,3,Diesel,SITE_026,19632,9000,Maintenance
EQ_00523,Excavator,JCB,Komatsu PC210,2025,1,Diesel,SITE_020,3947,18000,Rented
EQ_00524,Bulldozer,Liebherr,CAT D6,2017,9,Diesel,SITE_012,7258,16000,Idle
EQ_00525,Dump Truck,Tata,Komatsu HD605,2023,3,Diesel,SITE_006,3256,22000,Rented
EQ_00526,Forklift,Tata,Toyota 8FD,2016,10,Electric,SITE_026,9135,7000,Idle
EQ_00527,Excavator,Liebherr,CAT 320,2019,7,Diesel,SITE_024,16603,18000,Rented
EQ_00528,Loader,JCB,CAT 950,2017,9,Diesel,SITE_008,6263,14000,Maintenance
EQ_00529,Dump Truck,Caterpillar,Volvo A40,2017,9,Diesel,SITE_018,18177,22000,Rented
EQ_00530,Excavator,Komatsu,JCB JS220,2017,9,Diesel,SITE_019,13535,18000,Idle
EQ_00531,Loader,Tata,Volvo L120,2016,10,Diesel,SITE_015,14021,14000,Idle
EQ_00532,Forklift,JCB,KION EFG,2024,2,Diesel,SITE_028,20684,7000,Rented
EQ_00533,Dump Truck,Komatsu,Volvo A40,2016,10,Diesel,SITE_004,9784,22000,Maintenance
EQ_00534,Bulldozer,Komatsu,Komatsu D65,2019,7,Diesel,SITE_008,7909,16000,Rented
EQ_00535,Forklift,Komatsu,Toyota 8FD,2022,4,Electric,SITE_003,21882,7000,Rented
EQ_00536,Crane,Caterpillar,Tadano GR-1000,2025,1,Diesel,SITE_021,12475,30000,Idle
EQ_00537,Forklift,Caterpillar,Toyota 8FD,2024,2,Diesel,SITE_020,13713,7000,Rented
EQ_00538,Bulldozer,Komatsu,Komatsu D65,2017,9,Diesel,SITE_030,6870,16000,Rented
EQ_00539,Dump Truck,Volvo,Volvo A40,2025,1,Diesel,SITE_017,5131,22000,Available
EQ_00540,Crane,Liebherr,Liebherr LTM 1050,2022,4,Diesel,SITE_005,4150,30000,Available
