usage_id,date,equipment_id,rental_id,site_id,operator_id,engine_hours,idle_hours,fuel_consumed_liters,utilization_percentage,is_anomaly,anomaly_type
U_0005853,2026-06-28,EQ_00384,R_000477,SITE_008,OP_0071,2.57,4.08,43.97,21.43,No,None
U_0005854,2026-06-29,EQ_00384,R_000477,SITE_008,OP_0071,7.89,4.59,136.53,65.73,No,None
U_0005855,2026-06-30,EQ_00384,R_000477,SITE_008,OP_0071,9.89,2.42,171.69,82.4,No,None
U_0005856,2026-07-01,EQ_00384,R_000477,SITE_008,OP_0071,0.24,1.04,3.87,1.98,No,None
U_0005857,2026-07-02,EQ_00384,R_000477,SITE_008,OP_0071,6.03,1.12,90.27,50.22,No,None
U_0005858,2026-07-03,EQ_00384,R_000477,SITE_008,OP_0071,2.66,5.61,41.12,22.14,No,None
U_0005859,2026-07-04,EQ_00384,R_000477,SITE_008,OP_0071,2.58,1.93,45.84,21.48,No,None
U_0005860,2026-07-05,EQ_00384,R_000477,SITE_008,OP_0071,6.56,1.75,111.25,54.63,No,None
U_0005861,2026-07-06,EQ_00384,R_000477,SITE_008,OP_0071,3.21,3.5,50.94,26.72,No,None
U_0005862,2025-05-21,EQ_00330,R_000478,SITE_021,OP_0047,6.46,1.55,215.69,53.81,No,None
U_0005863,2025-05-22,EQ_00330,R_000478,SITE_021,OP_0047,9.59,1.85,312.65,79.95,No,None
U_0005864,2025-05-23,EQ_00330,R_000478,SITE_021,OP_0047,7.81,4.15,242.66,65.07,No,None
U_0005865,2025-05-24,EQ_00330,R_000478,SITE_021,OP_0047,5.88,3.47,197.33,49.02,No,None
U_0005866,2025-05-25,EQ_00330,R_000478,SITE_021,OP_0047,4.36,6.91,119.49,36.29,No,None
U_0005867,2025-05-26,EQ_00330,R_000478,SITE_021,OP_0047,4.56,1.95,129.67,37.98,No,None
U_0005868,2025-05-27,EQ_00330,R_000478,SITE_021,OP_0047,7.69,2.58,245.78,64.06,No,None
U_0005869,2025-05-28,EQ_00330,R_000478,SITE_021,OP_0047,8.83,4.25,215.76,73.58,No,None
U_0005870,2025-05-29,EQ_00330,R_000478,SITE_021,OP_0047,6.96,0.83,201.62,58.0,No,None
U_0005871,2025-05-30,EQ_00330,R_000478,SITE_021,OP_0047,8.99,5.35,231.17,74.88,No,None
U_0005872,2025-05-31,EQ_00330,R_000478,SITE_021,OP_0047,1.57,4.09,48.07,13.05,No,None
U_0005873,2025-06-01,EQ_00330,R_000478,SITE_021,OP_0047,8.04,4.2,180.23,66.97,No,None
U_0005874,2025-06-02,EQ_00330,R_000478,SITE_021,OP_0047,9.28,0.49,249.55,77.34,No,None
U_0005875,2025-06-03,EQ_00330,R_000478,SITE_021,OP_0047,6.54,2.36,200.77,54.5,No,None
U_0005876,2025-10-14,EQ_00401,R_000479,SITE_011,OP_0047,3.57,2.17,21.9,29.75,No,None
U_0005877,2025-10-15,EQ_00401,R_000479,SITE_011,OP_0047,3.06,4.47,19.35,25.51,Yes,Unexpected Operator
U_0005878,2025-10-16,EQ_00401,R_000479,SITE_011,OP_0047,3.14,0.8,24.0,26.19,No,None
U_0005879,2025-10-17,EQ_00401,R_000479,SITE_011,OP_0047,3.33,0.3,23.35,27.79,No,None
U_0005880,2025-10-18,EQ_00401,R_000479,SITE_011,OP_0047,1.73,0.0,14.31,14.4,No,None
U_0005881,2025-10-19,EQ_00401,R_000479,SITE_011,OP_0047,6.64,2.37,43.57,55.33,No,None
U_0005882,2025-10-20,EQ_00401,R_000479,SITE_011,OP_0047,5.36,1.93,39.95,44.67,No,None
U_0005883,2025-10-21,EQ_00401,R_000479,SITE_011,OP_0047,7.66,3.65,51.56,63.85,No,None
U_0005884,2025-10-22,EQ_00401,R_000479,SITE_011,OP_0047,4.38,2.21,29.93,36.48,No,None
U_0005885,2025-10-23,EQ_00401,R_000479,SITE_011,OP_0047,8.28,3.53,51.93,69.0,No,None
U_0005886,2026-07-10,EQ_00274,R_000480,SITE_016,OP_0086,3.8,0.75,84.39,31.68,No,None
U_0005887,2026-07-11,EQ_00274,R_000480,SITE_016,OP_0086,6.92,3.38,192.86,57.65,No,None
U_0005888,2026-07-12,EQ_00274,R_000480,SITE_016,OP_0086,6.88,0.69,189.45,57.31,No,None
U_0005889,2025-09-01,EQ_00083,R_000481,SITE_009,OP_0117,6.27,0.16,100.86,52.27,No,None
U_0005890,2025-09-02,EQ_00083,R_000481,SITE_009,OP_0117,8.51,2.79,147.41,70.96,No,None
U_0005891,2025-09-03,EQ_00083,R_000481,SITE_009,OP_0117,8.77,0.06,103.22,73.05,No,None
U_0005892,2025-09-04,EQ_00083,R_000481,SITE_009,OP_0117,4.19,5.79,70.12,34.94,No,None
U_0005893,2025-09-05,EQ_00083,R_000481,SITE_009,OP_0117,7.2,1.65,133.25,60.03,No,None
U_0005894,2025-09-06,EQ_00083,R_000481,SITE_009,OP_0117,8.38,7.29,141.13,69.79,No,None
U_0005895,2025-09-07,EQ_00083,R_000481,SITE_009,OP_0117,1.05,2.73,14.34,8.77,No,None
U_0005896,2025-09-08,EQ_00083,R_000481,SITE_009,OP_0117,4.96,2.21,67.46,41.3,No,None
U_0005897,2025-09-09,EQ_00083,R_000481,SITE_009,OP_0117,4.66,3.84,97.26,38.85,No,None
U_0005898,2025-09-10,EQ_00083,R_000481,SITE_009,OP_0117,6.65,4.07,123.08,55.44,No,None
U_0005899,2025-09-11,EQ_00083,R_000481,SITE_009,OP_0117,4.23,2.67,70.84,35.25,No,None
U_0005900,2025-09-12,EQ_00083,R_000481,SITE_009,OP_0117,8.34,2.39,109.2,69.51,No,None
U_0005901,2025-09-13,EQ_00083,R_000481,SITE_009,OP_0117,6.84,0.0,140.87,56.96,No,None
U_0005902,2025-09-14,EQ_00083,R_000481,SITE_009,OP_0117,6.87,1.85,107.91,57.22,No,None
U_0005903,2024-09-16,EQ_00581,R_000482,SITE_026,OP_0087,3.81,0.0,73.42,31.71,Yes,Excessive Idle
U_0005904,2024-09-17,EQ_00581,R_000482,SITE_026,OP_0087,8.14,5.58,154.62,67.8,No,None
U_0005905,2024-09-18,EQ_00581,R_000482,SITE_026,OP_0087,6.62,5.07,140.48,55.16,No,None
U_0005906,2024-09-19,EQ_00581,R_000482,SITE_026,OP_0087,5.29,5.07,116.15,44.06,No,None
U_0005907,2024-09-20,EQ_00581,R_000482,SITE_026,OP_0087,12.98,4.5,279.45,100.0,No,None
U_0005908,2024-09-21,EQ_00581,R_000482,SITE_026,OP_0087,6.21,0.65,112.98,51.79,No,None
U_0005909,2024-09-22,EQ_00581,R_000482,SITE_026,OP_0087,3.84,2.43,87.79,32.0,No,None
U_0005910,2024-09-23,EQ_00581,R_000482,SITE_026,OP_0087,3.85,4.78,80.45,32.07,No,None
U_0005911,2024-09-24,EQ_00581,R_000482,SITE_026,OP_0087,6.29,7.18,117.34,52.4,No,None
U_0005912,2024-09-25,EQ_00581,R_000482,SITE_026,OP_0087,6.76,11.96,134.37,56.33,Yes,Excessive Idle
U_0005913,2024-09-26,EQ_00581,R_000482,SITE_026,OP_0087,6.42,6.67,124.06,53.46,No,None
U_0005914,2024-09-27,EQ_00581,R_000482,SITE_026,OP_0087,9.24,0.0,180.19,76.96,No,None
U_0005915,2024-09-28,EQ_00581,R_000482,SITE_026,OP_0087,3.91,4.61,93.47,32.57,No,None
U_0005916,2024-09-29,EQ_00581,R_000482,SITE_026,OP_0087,5.23,4.13,106.62,43.58,No,None
U_0005917,2024-06-28,EQ_00130,R_000483,SITE_014,OP_0242,8.67,2.8,126.04,72.24,No,None
U_0005918,2024-06-29,EQ_00130,R_000483,SITE_014,OP_0242,3.09,2.24,51.98,25.72,No,None
U_0005919,2024-06-30,EQ_00130,R_000483,SITE_014,OP_0242,7.49,1.58,143.27,62.44,No,None
U_0005920,2024-07-01,EQ_00130,R_000483,SITE_014,OP_0242,6.2,2.05,87.61,51.64,No,None
U_0005921,2024-07-02,EQ_00130,R_000483,SITE_014,OP_0242,4.93,4.58,66.26,41.06,No,None
U_0005922,2024-07-03,EQ_00130,R_000483,SITE_014,OP_0242,5.72,3.52,95.22,47.65,No,None
U_0005923,2024-07-04,EQ_00130,R_000483,SITE_014,OP_0242,7.64,0.95,105.76,63.63,No,None
U_0005924,2024-07-05,EQ_00130,R_000483,SITE_014,OP_0242,8.51,3.23,144.49,70.95,No,None
U_0005925,2024-07-06,EQ_00130,R_000483,SITE_014,OP_0242,5.42,2.03,105.27,45.17,No,None
U_0005926,2024-07-07,EQ_00130,R_000483,SITE_014,OP_0242,6.0,2.37,96.11,49.99,No,None
U_0005927,2024-07-08,EQ_00130,R_000483,SITE_014,OP_0242,1.39,7.05,20.03,11.6,No,None
U_0005928,2024-07-09,EQ_00130,R_000483,SITE_014,OP_0242,6.14,1.97,99.65,51.18,No,None
U_0005929,2024-07-10,EQ_00130,R_000483,SITE_014,OP_0242,2.41,4.47,30.71,20.07,No,None
U_0005930,2024-07-11,EQ_00130,R_000483,SITE_014,OP_0242,7.5,1.29,125.1,62.52,No,None
U_0005931,2025-10-16,EQ_00126,R_000484,SITE_008,OP_0215,8.41,3.66,59.3,70.05,No,None
U_0005932,2025-10-17,EQ_00126,R_000484,SITE_008,OP_0215,7.58,1.45,52.58,63.14,No,None
U_0005933,2025-10-18,EQ_00126,R_000484,SITE_008,OP_0215,7.76,1.87,46.12,64.68,No,None
U_0005934,2025-10-19,EQ_00126,R_000484,SITE_008,OP_0215,7.1,0.0,54.92,59.13,No,None
U_0005935,2025-10-20,EQ_00126,R_000484,SITE_008,OP_0215,6.13,4.11,35.84,51.11,No,None
U_0005936,2025-10-21,EQ_00126,R_000484,SITE_008,OP_0215,3.9,2.28,24.75,32.51,No,None
U_0005937,2025-10-22,EQ_00126,R_000484,SITE_008,OP_0215,3.82,0.0,32.17,31.8,No,None
U_0005938,2025-10-23,EQ_00126,R_000484,SITE_008,OP_0215,4.64,0.12,24.22,38.68,No,None
U_0005939,2025-10-24,EQ_00126,R_000484,SITE_008,OP_0215,8.76,4.27,71.58,73.01,No,None
U_0005940,2025-10-25,EQ_00126,R_000484,SITE_008,OP_0215,5.05,4.68,30.18,42.07,No,None
U_0005941,2025-10-26,EQ_00126,R_000484,SITE_008,OP_0215,10.99,1.58,84.47,91.62,No,None
U_0005942,2025-10-27,EQ_00126,R_000484,SITE_008,OP_0215,9.23,0.36,64.55,76.91,No,None
U_0005943,2025-10-28,EQ_00126,R_000484,SITE_008,OP_0215,6.31,2.67,35.89,52.56,No,None
U_0005944,2025-10-29,EQ_00126,R_000484,SITE_008,OP_0215,7.39,3.41,53.04,61.62,No,None
U_0005945,2025-11-27,EQ_00587,R_000485,SITE_028,OP_0286,6.05,2.85,70.62,50.41,No,None
U_0005946,2025-11-28,EQ_00587,R_000485,SITE_028,OP_0286,4.79,4.52,64.73,39.92,No,None
U_0005947,2025-11-29,EQ_00587,R_000485,SITE_028,OP_0286,5.74,4.75,68.44,47.87,No,None
U_0005948,2025-11-30,EQ_00587,R_000485,SITE_028,OP_0286,8.42,4.26,101.16,70.16,No,None
U_0005949,2025-12-01,EQ_00587,R_000485,SITE_028,OP_0286,7.83,2.44,94.86,65.22,No,None
U_0005950,2025-12-02,EQ_00587,R_000485,SITE_028,OP_0286,4.89,2.13,52.23,40.78,No,None
U_0005951,2025-12-03,EQ_00587,R_000485,SITE_028,OP_0286,10.66,5.61,139.82,88.85,No,None
U_0005952,2025-12-04,EQ_00587,R_000485,SITE_028,OP_0286,4.37,1.33,47.78,36.42,No,None
U_0005953,2025-12-05,EQ_00587,R_000485,SITE_028,OP_0286,8.1,3.51,97.19,67.47,No,None
U_0005954,2025-12-06,EQ_00587,R_000485,SITE_028,OP_0286,5.34,1.96,61.38,44.49,No,None
U_0005955,2025-12-07,EQ_00587,R_000485,SITE_028,OP_0286,9.57,1.73,331.92,79.75,Yes,High Fuel Consumption
U_0005956,2025-12-08,EQ_00587,R_000485,SITE_028,OP_0286,8.63,3.61,92.3,71.94,No,None
U_0005957,2025-12-09,EQ_00587,R_000485,SITE_028,OP_0286,6.08,7.53,68.0,50.64,No,None
U_0005958,2025-12-10,EQ_00587,R_000485,SITE_028,OP_0286,3.46,1.51,35.41,28.83,No,None
U_0005959,2026-03-12,EQ_00644,R_000486,SITE_029,OP_0100,7.21,4.46,113.87,60.09,No,None
U_0005960,2026-03-13,EQ_00644,R_000486,SITE_029,OP_0100,2.8,0.0,44.12,23.29,No,None
U_0005961,2026-03-14,EQ_00644,R_000486,SITE_029,OP_0100,5.49,3.52,117.62,45.75,No,None
U_0005962,2026-03-15,EQ_00644,R_000486,SITE_029,OP_0100,11.57,2.79,194.92,96.46,No,None
U_0005963,2026-03-16,EQ_00644,R_000486,SITE_029,OP_0100,5.91,4.37,85.71,49.28,No,None
U_0005964,2026-03-17,EQ_00644,R_000486,SITE_029,OP_0100,7.08,1.91,113.93,58.97,No,None
U_0005965,2026-03-18,EQ_00644,R_000486,SITE_029,OP_0100,5.61,3.4,101.21,46.76,No,None
U_0005966,2026-03-19,EQ_00644,R_000486,SITE_029,OP_0100,8.01,3.89,136.66,66.77,No,None
U_0005967,2026-03-20,EQ_00644,R_000486,SITE_029,OP_0100,6.3,5.55,133.79,52.46,No,None
U_0005968,2026-03-21,EQ_00644,R_000486,SITE_029,OP_0100,8.3,3.29,145.14,69.14,No,None
U_0005969,2026-03-22,EQ_00644,R_000486,SITE_029,OP_0100,6.42,1.31,142.19,53.53,No,None
U_0005970,2026-03-23,EQ_00644,R_000486,SITE_029,OP_0100,2.51,5.36,50.92,20.95,No,None
U_0005971,2026-03-24,EQ_00644,R_000486,SITE_029,OP_0100,5.21,2.64,93.2,43.4,No,None
U_0005972,2026-03-25,EQ_00644,R_000486,SITE_029,OP_0100,8.31,1.82,158.82,69.29,No,None
U_0005973,2024-01-04,EQ_00410,R_000487,SITE_002,OP_0094,7.39,4.65,110.85,61.59,No,None
U_0005974,2024-01-05,EQ_00410,R_000487,SITE_002,OP_0094,8.63,5.89,147.94,71.93,No,None
U_0005975,2024-01-06,EQ_00410,R_000487,SITE_002,OP_0094,4.81,3.42,67.92,40.07,No,None
U_0005976,2024-01-07,EQ_00410,R_000487,SITE_002,OP_0094,6.11,0.0,88.59,50.91,No,None
U_0005977,2024-01-08,EQ_00410,R_000487,SITE_002,OP_0094,6.41,1.86,98.26,53.4,No,None
U_0005978,2024-01-09,EQ_00410,R_000487,SITE_002,OP_0094,3.97,2.78,59.72,33.1,No,None
U_0005979,2024-01-10,EQ_00410,R_000487,SITE_002,OP_0094,8.0,3.39,135.26,66.68,No,None
U_0005980,2024-01-11,EQ_00410,R_000487,SITE_002,OP_0094,4.7,2.12,67.27,39.16,No,None
U_0005981,2024-01-12,EQ_00410,R_000487,SITE_002,OP_0094,5.15,4.31,91.18,42.92,No,None
U_0005982,2024-01-13,EQ_00410,R_000487,SITE_002,OP_0094,5.4,3.79,103.21,44.97,No,None
U_0005983,2024-01-14,EQ_00410,R_000487,SITE_002,OP_0094,1.35,8.1,118.12,11.29,Yes,Low Utilization
U_0005984,2024-01-15,EQ_00410,R_000487,SITE_002,OP_0094,12.27,0.75,175.54,100.0,No,None
U_0005985,2024-01-16,EQ_00410,R_000487,SITE_002,OP_0094,7.42,3.64,147.4,61.8,No,None
U_0005986,2024-01-17,EQ_00410,R_000487,SITE_002,OP_0094,6.89,1.97,78.39,57.4,No,None
U_0005987,2024-07-06,EQ_00746,R_000488,SITE_028,OP_0120,8.05,1.32,52.27,67.08,No,None
U_0005988,2024-07-07,EQ_00746,R_000488,SITE_028,OP_0120,7.68,3.78,58.88,64.03,No,None
U_0005989,2024-07-08,EQ_00746,R_000488,SITE_028,OP_0120,4.92,0.31,36.61,41.04,No,None
U_0005990,2024-07-09,EQ_00746,R_000488,SITE_028,OP_0120,6.74,0.0,41.5,56.15,No,None
U_0005991,2024-07-10,EQ_00746,R_000488,SITE_028,OP_0120,6.55,4.93,54.13,54.57,No,None
U_0005992,2024-07-11,EQ_00746,R_000488,SITE_028,OP_0120,4.2,4.99,28.33,34.99,No,None
U_0005993,2024-07-12,EQ_00746,R_000488,SITE_028,OP_0120,7.5,1.6,59.67,62.5,No,None
U_0005994,2024-07-13,EQ_00746,R_000488,SITE_028,OP_0120,5.0,6.6,31.43,41.64,No,None
U_0005995,2024-07-14,EQ_00746,R_000488,SITE_028,OP_0120,7.79,4.06,51.36,64.96,No,None
U_0005996,2024-07-15,EQ_00746,R_000488,SITE_028,OP_0120,5.99,3.87,34.93,49.91,No,None
U_0005997,2024-07-16,EQ_00746,R_000488,SITE_028,OP_0120,8.73,6.2,51.79,72.77,No,None
U_0005998,2024-07-17,EQ_00746,R_000488,SITE_028,OP_0120,6.25,1.18,44.73,52.09,No,None
U_0005999,2024-07-18,EQ_00746,R_000488,SITE_028,OP_0120,7.94,5.81,48.54,66.19,No,None
U_0006000,2024-07-19,EQ_00746,R_000488,SITE_028,OP_0120,8.0,2.43,55.91,66.67,No,None
U_0006001,2025-03-13,EQ_00512,R_000489,SITE_019,OP_0258,6.8,5.03,69.96,56.64,No,None
U_0006002,2025-03-14,EQ_00512,R_000489,SITE_019,OP_0258,3.2,4.3,44.15,26.63,No,None
U_0006003,2025-03-15,EQ_00512,R_000489,SITE_019,OP_0258,6.28,3.56,61.34,52.36,No,None
U_0006004,2025-03-16,EQ_00512,R_000489,SITE_019,OP_0258,2.95,4.47,41.16,24.61,No,None
U_0006005,2025-03-17,EQ_00512,R_000489,SITE_019,OP_0258,10.56,2.4,106.05,87.97,No,None
U_0006006,2025-03-18,EQ_00512,R_000489,SITE_019,OP_0258,7.64,0.0,95.07,63.66,No,None
U_0006007,2025-03-19,EQ_00512,R_000489,SITE_019,OP_0258,5.05,2.91,52.52,42.09,No,None
U_0006008,2025-03-20,EQ_00512,R_000489,SITE_019,OP_0258,1.96,4.4,24.42,16.29,No,None
U_0006009,2025-03-21,EQ_00512,R_000489,SITE_019,OP_0258,6.37,2.85,74.69,53.09,No,None
U_0006010,2025-03-22,EQ_00512,R_000489,SITE_019,OP_0258,5.76,0.99,77.41,47.96,No,None
U_0006011,2025-03-23,EQ_00512,R_000489,SITE_019,OP_0258,9.78,5.54,114.8,81.5,No,None
U_0006012,2025-03-24,EQ_00512,R_000489,SITE_019,OP_0258,6.51,2.27,70.45,54.22,No,None
U_0006013,2025-03-25,EQ_00512,R_000489,SITE_019,OP_0258,4.15,0.41,47.01,34.61,No,None
U_0006014,2025-03-26,EQ_00512,R_000489,SITE_019,OP_0258,5.14,3.17,67.16,42.82,No,None
U_0006015,2025-06-17,EQ_00277,R_000490,SITE_012,OP_0149,4.09,0.65,48.23,34.05,No,None
U_0006016,2025-06-18,EQ_00277,R_000490,SITE_012,OP_0149,8.39,2.85,106.61,69.94,No,None
U_0006017,2025-06-19,EQ_00277,R_000490,SITE_012,OP_0149,7.53,1.84,105.92,62.75,No,None
U_0006018,2025-06-20,EQ_00277,R_000490,SITE_012,OP_0149,4.6,4.92,56.35,38.32,No,None
U_0006019,2025-06-21,EQ_00277,R_000490,SITE_012,OP_0149,3.8,5.61,48.55,31.64,No,None
U_0006020,2025-06-22,EQ_00277,R_000490,SITE_012,OP_0149,6.38,5.31,84.5,53.21,No,None
U_0006021,2025-06-23,EQ_00277,R_000490,SITE_012,OP_0149,5.79,0.0,72.88,48.27,No,None
U_0006022,2025-06-24,EQ_00277,R_000490,SITE_012,OP_0149,6.99,3.89,85.99,58.24,No,None
U_0006023,2025-06-25,EQ_00277,R_000490,SITE_012,OP_0149,7.88,7.72,106.13,65.63,No,None
U_0006024,2025-06-26,EQ_00277,R_000490,SITE_012,OP_0149,7.92,3.25,110.93,66.02,No,None
U_0006025,2025-06-27,EQ_00277,R_000490,SITE_012,OP_0149,7.05,1.82,87.22,58.73,No,None
U_0006026,2025-06-28,EQ_00277,R_000490,SITE_012,OP_0149,4.44,1.86,53.53,36.97,No,None
U_0006027,2025-06-29,EQ_00277,R_000490,SITE_012,OP_0149,7.82,2.36,95.07,65.18,No,None
U_0006028,2025-06-30,EQ_00277,R_000490,SITE_012,OP_0149,4.85,1.83,60.25,40.44,No,None
U_0006029,2025-11-02,EQ_00181,R_000491,SITE_030,OP_0185,10.04,0.51,117.15,83.66,No,None
U_0006030,2025-11-03,EQ_00181,R_000491,SITE_030,OP_0185,6.13,2.02,52.12,51.05,No,None
U_0006031,2025-11-04,EQ_00181,R_000491,SITE_030,OP_0185,4.0,5.18,58.16,33.35,No,None
U_0006032,2025-11-05,EQ_00181,R_000491,SITE_030,OP_0185,7.17,3.96,86.13,59.79,No,None
U_0006033,2025-11-06,EQ_00181,R_000491,SITE_030,OP_0185,7.73,2.02,106.49,64.43,No,None
U_0006034,2025-11-07,EQ_00181,R_000491,SITE_030,OP_0185,9.7,3.5,126.65,80.87,No,None
U_0006035,2025-11-08,EQ_00181,R_000491,SITE_030,OP_0185,5.69,5.09,74.39,47.39,No,None
U_0006036,2025-11-09,EQ_00181,R_000491,SITE_030,OP_0185,6.46,1.76,73.83,53.81,No,None
U_0006037,2025-11-10,EQ_00181,R_000491,SITE_030,OP_0185,8.69,1.01,95.09,72.4,No,None
U_0006038,2025-11-11,EQ_00181,R_000491,SITE_030,OP_0185,9.14,4.43,109.51,76.19,No,None
U_0006039,2025-11-12,EQ_00181,R_000491,SITE_030,OP_0185,10.21,4.52,136.2,85.05,No,None
U_0006040,2025-11-13,EQ_00181,R_000491,SITE_030,OP_0185,5.26,3.31,69.32,43.85,No,None
U_0006041,2025-11-14,EQ_00181,R_000491,SITE_030,OP_0185,5.03,2.58,61.63,41.89,No,None
U_0006042,2025-11-15,EQ_00181,R_000491,SITE_030,OP_0185,6.66,0.45,77.32,55.46,No,None
U_0006043,2026-07-13,EQ_00288,R_000492,SITE_001,OP_0013,9.19,1.58,90.85,76.61,No,None
U_0006044,2026-07-14,EQ_00288,R_000492,SITE_001,OP_0013,6.68,3.72,78.97,55.63,No,None
U_0006045,2026-07-15,EQ_00288,R_000492,SITE_001,OP_0013,10.31,2.28,119.04,85.92,No,None
U_0006046,2026-07-16,EQ_00288,R_000492,SITE_001,OP_0013,4.66,0.62,59.93,38.8,No,None
U_0006047,2026-07-17,EQ_00288,R_000492,SITE_001,OP_0013,9.42,4.2,104.51,78.5,No,None
U_0006048,2026-07-18,EQ_00288,R_000492,SITE_001,OP_0013,6.86,0.92,85.99,57.18,No,None
U_0006049,2026-07-19,EQ_00288,R_000492,SITE_001,OP_0013,4.37,5.98,52.78,36.42,No,None
U_0006050,2026-07-20,EQ_00288,R_000492,SITE_001,OP_0013,8.33,4.47,95.06,69.45,No,None
U_0006051,2026-07-21,EQ_00288,R_000492,SITE_001,OP_0013,4.4,3.44,40.68,36.64,No,None
U_0006052,2026-07-22,EQ_00288,R_000492,SITE_001,OP_0013,7.72,2.02,80.83,64.36,No,None
U_0006053,2026-07-23,EQ_00288,R_000492,SITE_001,OP_0013,5.14,6.98,61.58,42.82,No,None
U_0006054,2026-07-24,EQ_00288,R_000492,SITE_001,OP_0013,4.49,8.17,53.71,37.39,No,None
U_0006055,2026-07-25,EQ_00288,R_000492,SITE_001,OP_0013,8.52,3.71,100.72,71.04,No,None
U_0006056,2026-07-26,EQ_00288,R_000492,SITE_001,OP_0013,3.11,2.27,38.8,25.95,No,None
U_0006057,2025-11-22,EQ_00549,R_000493,SITE_006,OP_0031,6.03,4.37,108.5,50.28,No,None
U_0006058,2025-11-23,EQ_00549,R_000493,SITE_006,OP_0031,9.78,2.23,164.75,81.46,No,None
U_0006059,2025-11-24,EQ_00549,R_000493,SITE_006,OP_0031,8.19,0.0,177.35,68.29,No,None
U_0006060,2024-02-15,EQ_00576,R_000494,SITE_024,OP_0214,6.02,4.14,94.0,50.18,No,None
U_0006061,2024-02-16,EQ_00576,R_000494,SITE_024,OP_0214,8.14,4.15,141.66,67.82,No,None
U_0006062,2024-02-17,EQ_00576,R_000494,SITE_024,OP_0214,7.19,5.16,89.16,59.95,No,None
U_0006063,2024-02-18,EQ_00576,R_000494,SITE_024,OP_0214,6.48,3.04,90.58,54.02,No,None
U_0006064,2024-02-19,EQ_00576,R_000494,SITE_024,OP_0214,9.79,1.55,141.67,81.62,No,None
U_0006065,2024-02-20,EQ_00576,R_000494,SITE_024,OP_0214,7.41,3.56,110.92,61.74,No,None
U_0006066,2024-02-21,EQ_00576,R_000494,SITE_024,OP_0214,7.65,0.0,141.99,63.77,No,None
U_0006067,2024-02-22,EQ_00576,R_000494,SITE_024,OP_0214,8.93,3.89,124.45,74.43,No,None
U_0006068,2024-02-23,EQ_00576,R_000494,SITE_024,OP_0214,10.14,0.93,216.12,84.47,No,None
U_0006069,2024-02-24,EQ_00576,R_000494,SITE_024,OP_0214,4.56,5.7,68.28,38.0,No,None
U_0006070,2024-02-25,EQ_00576,R_000494,SITE_024,OP_0214,11.1,1.18,191.24,92.48,No,None
U_0006071,2024-02-26,EQ_00576,R_000494,SITE_024,OP_0214,6.29,9.22,120.17,52.41,No,None
U_0006072,2024-02-27,EQ_00576,R_000494,SITE_024,OP_0214,1.52,0.0,26.52,12.69,No,None
U_0006073,2024-02-28,EQ_00576,R_000494,SITE_024,OP_0214,9.78,6.22,165.81,81.48,No,None
U_0006074,2024-02-11,EQ_00429,R_000495,SITE_015,OP_0270,7.03,6.05,77.68,58.62,No,None
U_0006075,2024-02-12,EQ_00429,R_000495,SITE_015,OP_0270,8.38,5.11,99.75,69.86,No,None
U_0006076,2024-02-13,EQ_00429,R_000495,SITE_015,OP_0270,5.4,4.41,77.82,45.03,No,None
U_0006077,2024-02-14,EQ_00429,R_000495,SITE_015,OP_0270,5.39,2.45,59.08,44.95,No,None
U_0006078,2024-02-15,EQ_00429,R_000495,SITE_015,OP_0270,3.97,5.31,49.14,33.1,No,None
U_0006079,2024-02-16,EQ_00429,R_000495,SITE_015,OP_0270,6.55,0.0,81.91,54.56,No,None
U_0006080,2024-02-17,EQ_00429,R_000495,SITE_015,OP_0270,9.21,1.48,118.93,76.77,No,None
U_0006081,2026-07-05,EQ_00333,R_000496,SITE_030,OP_0161,8.26,4.87,92.86,68.87,No,None
U_0006082,2026-07-06,EQ_00333,R_000496,SITE_030,OP_0161,8.22,2.83,92.55,68.53,No,None
U_0006083,2026-07-07,EQ_00333,R_000496,SITE_030,OP_0161,6.04,4.07,84.1,50.32,No,None
U_0006084,2026-07-08,EQ_00333,R_000496,SITE_030,OP_0161,6.39,0.0,72.68,53.24,No,None
U_0006085,2026-07-09,EQ_00333,R_000496,SITE_030,OP_0161,4.21,6.92,49.53,35.06,No,None
U_0006086,2026-07-10,EQ_00333,R_000496,SITE_030,OP_0161,6.62,3.53,104.5,55.17,No,None
U_0006087,2026-07-11,EQ_00333,R_000496,SITE_030,OP_0161,6.6,6.62,84.75,54.98,No,None
U_0006088,2026-07-12,EQ_00333,R_000496,SITE_030,OP_0161,3.9,0.0,47.85,32.47,No,None
U_0006089,2026-07-13,EQ_00333,R_000496,SITE_030,OP_0161,5.33,0.0,66.1,44.45,No,None
U_0006090,2026-07-14,EQ_00333,R_000496,SITE_030,OP_0161,4.13,3.26,42.41,34.42,No,None
U_0006091,2026-07-15,EQ_00333,R_000496,SITE_030,OP_0161,6.19,0.0,75.12,51.56,No,None
U_0006092,2026-07-16,EQ_00333,R_000496,SITE_030,OP_0161,7.83,5.26,63.66,65.26,No,None
U_0006093,2026-07-17,EQ_00333,R_000496,SITE_030,OP_0161,5.94,0.71,68.05,49.46,No,None
U_0006094,2026-07-18,EQ_00333,R_000496,SITE_030,OP_0161,8.35,5.92,101.12,69.59,No,None
U_0006095,2024-06-25,EQ_00248,R_000497,SITE_017,OP_0173,6.59,7.41,160.87,54.89,No,None
