rental_id,equipment_id,site_id,start_date
R_20240604_2303,EQ_0220,S_008,2024-06-04
R_20240604_2304,EQ_0228,S_007,2024-06-04
R_20240604_2305,EQ_0288,S_014,2024-06-04
R_20240605_2306,EQ_0043,S_013,2024-06-05
R_20240605_2307,EQ_0057,S_001,2024-06-05
R_20240605_2308,EQ_0066,S_009,2024-06-05
R_20240605_2309,EQ_0082,S_014,2024-06-05
R_20240605_2310,EQ_0095,S_013,2024-06-05
R_20240605_2311,EQ_0131,S_016,2024-06-05
R_20240605_2312,EQ_0139,S_001,2024-06-05
R_20240605_2313,EQ_0149,S_012,2024-06-05
R_20240605_2314,EQ_0183,S_009,2024-06-05
R_20240605_2315,EQ_0219,S_014,2024-06-05
R_20240605_2316,EQ_0225,S_005,2024-06-05
R_20240605_2317,EQ_0288,S_017,2024-06-05
R_20240606_2318,EQ_0015,S_014,2024-06-06
R_20240606_2319,EQ_0034,S_012,2024-06-06
R_20240606_2320,EQ_0045,S_017,2024-06-06
R_20240606_2321,EQ_0076,S_007,2024-06-06
R_20240606_2322,EQ_0097,S_018,2024-06-06
R_20240606_2323,EQ_0125,S_005,2024-06-06
R_20240606_2324,EQ_0188,S_011,2024-06-06
R_20240606_2325,EQ_0192,S_009,2024-06-06
R_20240606_2326,EQ_0203,S_003,2024-06-06
R_20240606_2327,EQ_0255,S_014,2024-06-06
R_20240606_2328,EQ_0284,S_008,2024-06-06
R_20240607_2329,EQ_0004,S_019,2024-06-07
R_20240607_2330,EQ_0009,S_018,2024-06-07
R_20240607_2331,EQ_0024,S_003,2024-06-07
R_20240607_2332,EQ_0028,S_005,2024-06-07
R_20240607_2333,EQ_0057,S_001,2024-06-07
R_20240607_2334,EQ_0104,S_010,2024-06-07
R_20240607_2335,EQ_0110,S_005,2024-06-07
R_20240607_2336,EQ_0113,S_019,2024-06-07
R_20240607_2337,EQ_0143,S_007,2024-06-07
R_20240607_2338,EQ_0166,S_012,2024-06-07
R_20240607_2339,EQ_0180,S_010,2024-06-07
R_20240607_2340,EQ_0199,S_015,2024-06-07
R_20240607_2341,EQ_0219,S_005,2024-06-07
R_20240607_2342,EQ_0278,S_004,2024-06-07
R_20240607_2343,EQ_0295,S_006,2024-06-07
R_20240608_2344,EQ_0013,S_004,2024-06-08
R_20240608_2345,EQ_0034,S_014,2024-06-08
R_20240608_2346,EQ_0038,S_000,2024-06-08
R_20240608_2347,EQ_0097,S_007,2024-06-08
R_20240608_2348,EQ_0105,S_003,2024-06-08
R_20240608_2349,EQ_0139,S_012,2024-06-08
R_20240608_2350,EQ_0148,S_014,2024-06-08
R_20240608_2351,EQ_0149,S_019,2024-06-08
R_20240608_2352,EQ_0158,S_000,2024-06-08
R_20240608_2353,EQ_0188,S_012,2024-06-08
R_20240608_2354,EQ_0192,S_014,2024-06-08
R_20240608_2355,EQ_0199,S_015,2024-06-08
R_20240608_2356,EQ_0206,S_019,2024-06-08
R_20240608_2357,EQ_0213,S_001,2024-06-08
R_20240608_2358,EQ_0234,S_003,2024-06-08
R_20240608_2359,EQ_0249,S_014,2024-06-08
R_20240608_2360,EQ_0278,S_007,2024-06-08
R_20240609_2361,EQ_0051,S_005,2024-06-09
R_20240609_2362,EQ_0068,S_019,2024-06-09
R_20240609_2363,EQ_0071,S_015,2024-06-09
R_20240609_2364,EQ_0081,S_002,2024-06-09
R_20240609_2365,EQ_0091,S_019,2024-06-09
R_20240609_2366,EQ_0101,S_019,2024-06-09
R_20240609_2367,EQ_0121,S_004,2024-06-09
R_20240609_2368,EQ_0143,S_009,2024-06-09
R_20240609_2369,EQ_0148,S_000,2024-06-09
R_20240609_2370,EQ_0159,S_007,2024-06-09
R_20240609_2371,EQ_0171,S_008,2024-06-09
R_20240609_2372,EQ_0178,S_008,2024-06-09
R_20240609_2373,EQ_0193,S_017,2024-06-09
R_20240609_2374,EQ_0217,S_007,2024-06-09
R_20240609_2375,EQ_0218,S_000,2024-06-09
R_20240609_2376,EQ_0250,S_006,2024-06-09
R_20240609_2377,EQ_0274,S_012,2024-06-09
R_20240609_2378,EQ_0280,S_010,2024-06-09
R_20240610_2379,EQ_0096,S_000,2024-06-10
R_20240610_2380,EQ_0102,S_008,2024-06-10
R_20240610_2381,EQ_0128,S_009,2024-06-10
R_20240610_2382,EQ_0132,S_004,2024-06-10
R_20240610_2383,EQ_0154,S_001,2024-06-10
R_20240610_2384,EQ_0172,S_008,2024-06-10
R_20240610_2385,EQ_0191,S_009,2024-06-10
R_20240610_2386,EQ_0195,S_001,2024-06-10
R_20240610_2387,EQ_0217,S_017,2024-06-10
R_20240610_2388,EQ_0244,S_018,2024-06-10
R_20240610_2389,EQ_0256,S_001,2024-06-10
R_20240610_2390,EQ_0268,S_010,2024-06-10
R_20240610_2391,EQ_0289,S_009,2024-06-10
R_20240610_2392,EQ_0294,S_009,2024-06-10
R_20240611_2393,EQ_0003,S_016,2024-06-11
R_20240611_2394,EQ_0053,S_019,2024-06-11
R_20240611_2395,EQ_0099,S_005,2024-06-11
R_20240611_2396,EQ_0117,S_005,2024-06-11
R_20240611_2397,EQ_0130,S_007,2024-06-11
R_20240611_2398,EQ_0151,S_013,2024-06-11
R_20240611_2399,EQ_0184,S_003,2024-06-11
R_20240611_2400,EQ_0189,S_002,2024-06-11
R_20240611_2401,EQ_0228,S_006,2024-06-11
R_20240611_2402,EQ_0235,S_013,2024-06-11
R_20240611_2403,EQ_0258,S_002,2024-06-11
R_20240612_2404,EQ_0000,S_010,2024-06-12
R_20240612_2405,EQ_0059,S_013,2024-06-12
R_20240612_2406,EQ_0060,S_019,2024-06-12
R_20240612_2407,EQ_0092,S_009,2024-06-12
R_20240612_2408,EQ_0109,S_011,2024-06-12
R_20240612_2409,EQ_0135,S_012,2024-06-12
R_20240612_2410,EQ_0148,S_014,2024-06-12
R_20240612_2411,EQ_0155,S_018,2024-06-12
R_20240612_2412,EQ_0156,S_009,2024-06-12
R_20240612_2413,EQ_0212,S_013,2024-06-12
R_20240612_2414,EQ_0221,S_002,2024-06-12
R_20240612_2415,EQ_0283,S_014,2024-06-12
R_20240612_2416,EQ_0296,S_000,2024-06-12
R_20240613_2417,EQ_0030,S_002,2024-06-13
R_20240613_2418,EQ_0036,S_018,2024-06-13
R_20240613_2419,EQ_0051,S_002,2024-06-13
R_20240613_2420,EQ_0065,S_003,2024-06-13
R_20240613_2421,EQ_0102,S_014,2024-06-13
R_20240613_2422,EQ_0118,S_007,2024-06-13
R_20240613_2423,EQ_0155,S_017,2024-06-13
R_20240613_2424,EQ_0158,S_018,2024-06-13
R_20240613_2425,EQ_0159,S_008,2024-06-13
R_20240613_2426,EQ_0180,S_003,2024-06-13
R_20240613_2427,EQ_0206,S_013,2024-06-13
R_20240613_2428,EQ_0221,S_009,2024-06-13
R_20240613_2429,EQ_0228,S_005,2024-06-13
R_20240613_2430,EQ_0237,S_014,2024-06-13
R_20240613_2431,EQ_0246,S_009,2024-06-13
R_20240613_2432,EQ_0278,S_001,2024-06-13
R_20240614_2433,EQ_0006,S_002,2024-06-14
R_20240614_2434,EQ_0017,S_012,2024-06-14
R_20240614_2435,EQ_0019,S_012,2024-06-14
R_20240614_2436,EQ_0037,S_004,2024-06-14
R_20240614_2437,EQ_0045,S_006,2024-06-14
R_20240614_2438,EQ_0074,S_007,2024-06-14
R_20240614_2439,EQ_0094,S_008,2024-06-14
R_20240614_2440,EQ_0101,S_013,2024-06-14
R_20240614_2441,EQ_0110,S_007,2024-06-14
R_20240614_2442,EQ_0118,S_012,2024-06-14
R_20240614_2443,EQ_0132,S_010,2024-06-14
R_20240614_2444,EQ_0134,S_009,2024-06-14
R_20240614_2445,EQ_0144,S_006,2024-06-14
R_20240614_2446,EQ_0167,S_014,2024-06-14
R_20240614_2447,EQ_0178,S_014,2024-06-14
R_20240614_2448,EQ_0241,S_018,2024-06-14
R_20240614_2449,EQ_0251,S_013,2024-06-14
R_20240614_2450,EQ_0288,S_010,2024-06-14
R_20240615_2451,EQ_0000,S_001,2024-06-15
R_20240615_2452,EQ_0016,S_014,2024-06-15
R_20240615_2453,EQ_0049,S_007,2024-06-15
R_20240615_2454,EQ_0090,S_002,2024-06-15
R_20240615_2455,EQ_0121,S_002,2024-06-15
R_20240615_2456,EQ_0154,S_002,2024-06-15
R_20240615_2457,EQ_0174,S_013,2024-06-15
R_20240615_2458,EQ_0176,S_005,2024-06-15
R_20240615_2459,EQ_0220,S_012,2024-06-15
R_20240615_2460,EQ_0231,S_009,2024-06-15
R_20240615_2461,EQ_0275,S_004,2024-06-15
R_20240615_2462,EQ_0281,S_017,2024-06-15
R_20240615_2463,EQ_0283,S_019,2024-06-15
R_20240616_2464,EQ_0051,S_004,2024-06-16
R_20240616_2465,EQ_0061,S_010,2024-06-16
R_20240616_2466,EQ_0064,S_019,2024-06-16
R_20240616_2467,EQ_0086,S_013,2024-06-16
R_20240616_2468,EQ_0125,S_008,2024-06-16
R_20240616_2469,EQ_0173,S_008,2024-06-16
R_20240616_2470,EQ_0184,S_000,2024-06-16
R_20240616_2471,EQ_0248,S_000,2024-06-16
R_20240616_2472,EQ_0283,S_005,2024-06-16
R_20240617_2473,EQ_0001,S_006,2024-06-17
R_20240617_2474,EQ_0034,S_008,2024-06-17
R_20240617_2475,EQ_0059,S_004,2024-06-17
R_20240617_2476,EQ_0061,S_003,2024-06-17
R_20240617_2477,EQ_0100,S_019,2024-06-17
R_20240617_2478,EQ_0109,S_012,2024-06-17
R_20240617_2479,EQ_0123,S_013,2024-06-17
R_20240617_2480,EQ_0133,S_017,2024-06-17
R_20240617_2481,EQ_0141,S_012,2024-06-17
R_20240617_2482,EQ_0154,S_002,2024-06-17
R_20240617_2483,EQ_0167,S_000,2024-06-17
R_20240617_2484,EQ_0179,S_004,2024-06-17
R_20240617_2485,EQ_0216,S_015,2024-06-17
R_20240617_2486,EQ_0256,S_004,2024-06-17
R_20240617_2487,EQ_0263,S_007,2024-06-17
R_20240618_2488,EQ_0001,S_008,2024-06-18
R_20240618_2489,EQ_0118,S_013,2024-06-18
R_20240618_2490,EQ_0207,S_000,2024-06-18
R_20240618_2491,EQ_0227,S_007,2024-06-18
R_20240618_2492,EQ_0228,S_008,2024-06-18
R_20240619_2493,EQ_0013,S_001,2024-06-19
R_20240619_2494,EQ_0053,S_001,2024-06-19
R_20240619_2495,EQ_0095,S_007,2024-06-19
R_20240619_2496,EQ_0102,S_008,2024-06-19
R_20240619_2497,EQ_0111,S_016,2024-06-19
R_20240619_2498,EQ_0116,S_000,2024-06-19
R_20240619_2499,EQ_0119,S_000,2024-06-19
R_20240619_2500,EQ_0153,S_017,2024-06-19
R_20240619_2501,EQ_0168,S_002,2024-06-19
R_20240619_2502,EQ_0176,S_019,2024-06-19
R_20240619_2503,EQ_0186,S_016,2024-06-19
R_20240619_2504,EQ_0200,S_019,2024-06-19
R_20240619_2505,EQ_0226,S_010,2024-06-19
R_20240619_2506,EQ_0234,S_012,2024-06-19
R_20240619_2507,EQ_0261,S_018,2024-06-19
R_20240619_2508,EQ_0263,S_018,2024-06-19
R_20240619_2509,EQ_0285,S_011,2024-06-19
R_20240620_2510,EQ_0019,S_013,2024-06-20
R_20240620_2511,EQ_0029,S_008,2024-06-20
R_20240620_2512,EQ_0033,S_002,2024-06-20
R_20240620_2513,EQ_0038,S_013,2024-06-20
R_20240620_2514,EQ_0041,S_008,2024-06-20
R_20240620_2515,EQ_0095,S_001,2024-06-20
R_20240620_2516,EQ_0096,S_012,2024-06-20
R_20240620_2517,EQ_0106,S_016,2024-06-20
R_20240620_2518,EQ_0172,S_010,2024-06-20
R_20240620_2519,EQ_0187,S_004,2024-06-20
R_20240620_2520,EQ_0229,S_014,2024-06-20
R_20240620_2521,EQ_0237,S_001,2024-06-20
R_20240620_2522,EQ_0239,S_005,2024-06-20
R_20240620_2523,EQ_0252,S_005,2024-06-20
R_20240620_2524,EQ_0261,S_017,2024-06-20
R_20240620_2525,EQ_0271,S_005,2024-06-20
R_20240620_2526,EQ_0284,S_003,2024-06-20
R_20240620_2527,EQ_0287,S_015,2024-06-20
R_20240620_2528,EQ_0290,S_011,2024-06-20
R_20240620_2529,EQ_0291,S_012,2024-06-20
R_20240620_2530,EQ_0297,S_013,2024-06-20
R_20240621_2531,EQ_0001,S_003,2024-06-21
R_20240621_2532,EQ_0015,S_016,2024-06-21
R_20240621_2533,EQ_0022,S_003,2024-06-21
R_20240621_2534,EQ_0084,S_005,2024-06-21
R_20240621_2535,EQ_0102,S_017,2024-06-21
R_20240621_2536,EQ_0109,S_014,2024-06-21
R_20240621_2537,EQ_0110,S_004,2024-06-21
R_20240621_2538,EQ_0117,S_010,2024-06-21
R_20240621_2539,EQ_0135,S_009,2024-06-21
R_20240621_2540,EQ_0182,S_011,2024-06-21
R_20240621_2541,EQ_0224,S_004,2024-06-21
R_20240621_2542,EQ_0246,S_007,2024-06-21
R_20240621_2543,EQ_0263,S_015,2024-06-21
R_20240621_2544,EQ_0288,S_014,2024-06-21
R_20240621_2545,EQ_0290,S_006,2024-06-21
R_20240622_2546,EQ_0029,S_007,2024-06-22
R_20240622_2547,EQ_0058,S_019,2024-06-22
R_20240622_2548,EQ_0103,S_003,2024-06-22
R_20240622_2549,EQ_0113,S_008,2024-06-22
R_20240622_2550,EQ_0137,S_000,2024-06-22
R_20240622_2551,EQ_0174,S_008,2024-06-22
R_20240622_2552,EQ_0207,S_018,2024-06-22
R_20240622_2553,EQ_0212,S_006,2024-06-22
R_20240622_2554,EQ_0222,S_005,2024-06-22
R_20240622_2555,EQ_0262,S_000,2024-06-22
R_20240623_2556,EQ_0028,S_007,2024-06-23
R_20240623_2557,EQ_0061,S_008,2024-06-23
R_20240623_2558,EQ_0142,S_019,2024-06-23
R_20240623_2559,EQ_0151,S_019,2024-06-23
R_20240623_2560,EQ_0166,S_008,2024-06-23
R_20240623_2561,EQ_0172,S_016,2024-06-23
R_20240623_2562,EQ_0174,S_003,2024-06-23
R_20240623_2563,EQ_0222,S_017,2024-06-23
R_20240624_2564,EQ_0003,S_008,2024-06-24
R_20240624_2565,EQ_0024,S_017,2024-06-24
R_20240624_2566,EQ_0030,S_002,2024-06-24
R_20240624_2567,EQ_0034,S_011,2024-06-24
R_20240624_2568,EQ_0038,S_018,2024-06-24
R_20240624_2569,EQ_0045,S_009,2024-06-24
R_20240624_2570,EQ_0080,S_003,2024-06-24
R_20240624_2571,EQ_0088,S_013,2024-06-24
R_20240624_2572,EQ_0155,S_007,2024-06-24
R_20240624_2573,EQ_0160,S_005,2024-06-24
R_20240624_2574,EQ_0181,S_014,2024-06-24
R_20240624_2575,EQ_0193,S_014,2024-06-24
R_20240624_2576,EQ_0207,S_006,2024-06-24
R_20240624_2577,EQ_0230,S_013,2024-06-24
R_20240624_2578,EQ_0287,S_001,2024-06-24
R_20240625_2579,EQ_0031,S_004,2024-06-25
R_20240625_2580,EQ_0032,S_000,2024-06-25
R_20240625_2581,EQ_0064,S_019,2024-06-25
R_20240625_2582,EQ_0097,S_009,2024-06-25
R_20240625_2583,EQ_0114,S_002,2024-06-25
R_20240625_2584,EQ_0166,S_006,2024-06-25
R_20240625_2585,EQ_0184,S_000,2024-06-25
R_20240625_2586,EQ_0199,S_013,2024-06-25
R_20240625_2587,EQ_0215,S_008,2024-06-25
R_20240625_2588,EQ_0224,S_004,2024-06-25
R_20240625_2589,EQ_0227,S_003,2024-06-25
R_20240625_2590,EQ_0233,S_011,2024-06-25
R_20240625_2591,EQ_0245,S_005,2024-06-25
R_20240625_2592,EQ_0256,S_007,2024-06-25
R_20240625_2593,EQ_0266,S_003,2024-06-25
R_20240625_2594,EQ_0267,S_018,2024-06-25
R_20240625_2595,EQ_0295,S_007,2024-06-25
R_20240626_2596,EQ_0006,S_002,2024-06-26
R_20240626_2597,EQ_0007,S_007,2024-06-26
R_20240626_2598,EQ_0055,S_008,2024-06-26
R_20240626_2599,EQ_0064,S_019,2024-06-26
R_20240626_2600,EQ_0094,S_010,2024-06-26
R_20240626_2601,EQ_0099,S_000,2024-06-26
R_20240626_2602,EQ_0108,S_016,2024-06-26
R_20240626_2603,EQ_0121,S_011,2024-06-26
R_20240626_2604,EQ_0130,S_000,2024-06-26
R_20240626_2605,EQ_0158,S_012,2024-06-26
R_20240626_2606,EQ_0168,S_008,2024-06-26
R_20240626_2607,EQ_0193,S_001,2024-06-26
R_20240626_2608,EQ_0194,S_019,2024-06-26
R_20240626_2609,EQ_0234,S_017,2024-06-26
R_20240626_2610,EQ_0243,S_008,2024-06-26
R_20240626_2611,EQ_0265,S_017,2024-06-26
R_20240626_2612,EQ_0292,S_014,2024-06-26
R_20240626_2613,EQ_0298,S_017,2024-06-26
R_20240627_2614,EQ_0013,S_002,2024-06-27
R_20240627_2615,EQ_0034,S_016,2024-06-27
R_20240627_2616,EQ_0065,S_000,2024-06-27
R_20240627_2617,EQ_0078,S_008,2024-06-27
R_20240627_2618,EQ_0144,S_013,2024-06-27
R_20240627_2619,EQ_0195,S_004,2024-06-27
R_20240627_2620,EQ_0198,S_012,2024-06-27
R_20240627_2621,EQ_0243,S_004,2024-06-27
R_20240627_2622,EQ_0274,S_008,2024-06-27
R_20240627_2623,EQ_0285,S_006,2024-06-27
R_20240627_2624,EQ_0297,S_002,2024-06-27
R_20240628_2625,EQ_0002,S_001,2024-06-28
R_20240628_2626,EQ_0016,S_012,2024-06-28
R_20240628_2627,EQ_0020,S_019,2024-06-28
R_20240628_2628,EQ_0064,S_004,2024-06-28
R_20240628_2629,EQ_0071,S_015,2024-06-28
R_20240628_2630,EQ_0073,S_013,2024-06-28
R_20240628_2631,EQ_0168,S_016,2024-06-28
R_20240628_2632,EQ_0170,S_004,2024-06-28
R_20240628_2633,EQ_0185,S_010,2024-06-28
R_20240628_2634,EQ_0202,S_004,2024-06-28
R_20240628_2635,EQ_0232,S_007,2024-06-28
R_20240629_2636,EQ_0008,S_005,2024-06-29
R_20240629_2637,EQ_0015,S_012,2024-06-29
R_20240629_2638,EQ_0020,S_018,2024-06-29
R_20240629_2639,EQ_0025,S_003,2024-06-29
R_20240629_2640,EQ_0028,S_011,2024-06-29
R_20240629_2641,EQ_0042,S_001,2024-06-29
R_20240629_2642,EQ_0065,S_009,2024-06-29
R_20240629_2643,EQ_0084,S_016,2024-06-29
R_20240629_2644,EQ_0094,S_017,2024-06-29
R_20240629_2645,EQ_0127,S_002,2024-06-29
R_20240629_2646,EQ_0152,S_006,2024-06-29
R_20240629_2647,EQ_0162,S_003,2024-06-29
R_20240629_2648,EQ_0163,S_018,2024-06-29
R_20240629_2649,EQ_0180,S_017,2024-06-29
R_20240629_2650,EQ_0191,S_004,2024-06-29
R_20240629_2651,EQ_0196,S_009,2024-06-29
R_20240629_2652,EQ_0231,S_000,2024-06-29
R_20240629_2653,EQ_0259,S_001,2024-06-29
R_20240629_2654,EQ_0285,S_004,2024-06-29
R_20240629_2655,EQ_0299,S_010,2024-06-29
R_20240630_2656,EQ_0016,S_018,2024-06-30
R_20240630_2657,EQ_0019,S_016,2024-06-30
R_20240630_2658,EQ_0056,S_007,2024-06-30
R_20240630_2659,EQ_0202,S_008,2024-06-30
R_20240630_2660,EQ_0253,S_002,2024-06-30
R_20240630_2661,EQ_0270,S_018,2024-06-30
R_20240630_2662,EQ_0273,S_016,2024-06-30
R_20240701_2663,EQ_0033,S_013,2024-07-01
R_20240701_2664,EQ_0068,S_012,2024-07-01
R_20240701_2665,EQ_0070,S_003,2024-07-01
R_20240701_2666,EQ_0071,S_017,2024-07-01
R_20240701_2667,EQ_0080,S_009,2024-07-01
R_20240701_2668,EQ_0088,S_017,2024-07-01
R_20240701_2669,EQ_0095,S_019,2024-07-01
R_20240701_2670,EQ_0103,S_001,2024-07-01
R_20240701_2671,EQ_0104,S_017,2024-07-01
R_20240701_2672,EQ_0106,S_015,2024-07-01
R_20240701_2673,EQ_0151,S_011,2024-07-01
R_20240701_2674,EQ_0153,S_012,2024-07-01
R_20240701_2675,EQ_0164,S_011,2024-07-01
R_20240701_2676,EQ_0165,S_005,2024-07-01
R_20240701_2677,EQ_0238,S_007,2024-07-01
R_20240701_2678,EQ_0254,S_015,2024-07-01
R_20240702_2679,EQ_0041,S_002,2024-07-02
R_20240702_2680,EQ_0054,S_008,2024-07-02
R_20240702_2681,EQ_0066,S_006,2024-07-02
R_20240702_2682,EQ_0097,S_019,2024-07-02
R_20240702_2683,EQ_0118,S_003,2024-07-02
R_20240702_2684,EQ_0181,S_008,2024-07-02
R_20240702_2685,EQ_0185,S_012,2024-07-02
R_20240702_2686,EQ_0202,S_014,2024-07-02
R_20240702_2687,EQ_0229,S_013,2024-07-02
R_20240702_2688,EQ_0230,S_000,2024-07-02
R_20240702_2689,EQ_0244,S_003,2024-07-02
R_20240702_2690,EQ_0273,S_014,2024-07-02
R_20240703_2691,EQ_0007,S_011,2024-07-03
R_20240703_2692,EQ_0025,S_001,2024-07-03
R_20240703_2693,EQ_0087,S_000,2024-07-03
R_20240703_2694,EQ_0096,S_017,2024-07-03
R_20240703_2695,EQ_0114,S_018,2024-07-03
R_20240703_2696,EQ_0117,S_019,2024-07-03
R_20240703_2697,EQ_0118,S_017,2024-07-03
R_20240703_2698,EQ_0130,S_009,2024-07-03
R_20240703_2699,EQ_0136,S_005,2024-07-03
R_20240703_2700,EQ_0192,S_009,2024-07-03
R_20240703_2701,EQ_0245,S_010,2024-07-03
R_20240703_2702,EQ_0269,S_007,2024-07-03
R_20240703_2703,EQ_0286,S_003,2024-07-03
R_20240704_2704,EQ_0007,S_003,2024-07-04
R_20240704_2705,EQ_0035,S_000,2024-07-04
R_20240704_2706,EQ_0044,S_018,2024-07-04
R_20240704_2707,EQ_0065,S_006,2024-07-04
R_20240704_2708,EQ_0110,S_004,2024-07-04
R_20240704_2709,EQ_0112,S_017,2024-07-04
R_20240704_2710,EQ_0130,S_016,2024-07-04
R_20240704_2711,EQ_0158,S_000,2024-07-04
R_20240704_2712,EQ_0181,S_006,2024-07-04
R_20240704_2713,EQ_0204,S_003,2024-07-04
R_20240704_2714,EQ_0224,S_012,2024-07-04
R_20240704_2715,EQ_0254,S_008,2024-07-04
R_20240704_2716,EQ_0258,S_002,2024-07-04
R_20240704_2717,EQ_0278,S_006,2024-07-04
R_20240705_2718,EQ_0002,S_004,2024-07-05
R_20240705_2719,EQ_0023,S_000,2024-07-05
R_20240705_2720,EQ_0041,S_012,2024-07-05
R_20240705_2721,EQ_0047,S_015,2024-07-05
R_20240705_2722,EQ_0053,S_004,2024-07-05
R_20240705_2723,EQ_0064,S_015,2024-07-05
R_20240705_2724,EQ_0066,S_013,2024-07-05
R_20240705_2725,EQ_0079,S_017,2024-07-05
R_20240705_2726,EQ_0088,S_007,2024-07-05
R_20240705_2727,EQ_0116,S_012,2024-07-05
R_20240705_2728,EQ_0162,S_016,2024-07-05
R_20240705_2729,EQ_0202,S_009,2024-07-05
R_20240705_2730,EQ_0240,S_019,2024-07-05
R_20240705_2731,EQ_0274,S_017,2024-07-05
R_20240705_2732,EQ_0287,S_007,2024-07-05
R_20240705_2733,EQ_0292,S_013,2024-07-05
R_20240706_2734,EQ_0003,S_019,2024-07-06
R_20240706_2735,EQ_0010,S_000,2024-07-06
R_20240706_2736,EQ_0013,S_015,2024-07-06
R_20240706_2737,EQ_0042,S_019,2024-07-06
R_20240706_2738,EQ_0052,S_006,2024-07-06
R_20240706_2739,EQ_0096,S_001,2024-07-06
R_20240706_2740,EQ_0106,S_000,2024-07-06
R_20240706_2741,EQ_0116,S_014,2024-07-06
R_20240706_2742,EQ_0118,S_003,2024-07-06
R_20240706_2743,EQ_0163,S_003,2024-07-06
R_20240706_2744,EQ_0202,S_004,2024-07-06
R_20240706_2745,EQ_0238,S_009,2024-07-06
R_20240706_2746,EQ_0263,S_004,2024-07-06
R_20240706_2747,EQ_0265,S_007,2024-07-06
R_20240706_2748,EQ_0299,S_012,2024-07-06
R_20240707_2749,EQ_0052,S_015,2024-07-07
R_20240707_2750,EQ_0056,S_006,2024-07-07
R_20240707_2751,EQ_0084,S_011,2024-07-07
R_20240707_2752,EQ_0087,S_010,2024-07-07
R_20240707_2753,EQ_0101,S_000,2024-07-07
R_20240707_2754,EQ_0128,S_001,2024-07-07
R_20240707_2755,EQ_0147,S_002,2024-07-07
R_20240707_2756,EQ_0156,S_002,2024-07-07
R_20240707_2757,EQ_0161,S_015,2024-07-07
R_20240707_2758,EQ_0168,S_010,2024-07-07
R_20240707_2759,EQ_0171,S_004,2024-07-07
R_20240707_2760,EQ_0233,S_013,2024-07-07
R_20240707_2761,EQ_0249,S_014,2024-07-07
R_20240707_2762,EQ_0255,S_006,2024-07-07
R_20240707_2763,EQ_0266,S_010,2024-07-07
R_20240707_2764,EQ_0287,S_002,2024-07-07
R_20240707_2765,EQ_0298,S_017,2024-07-07
R_20240708_2766,EQ_0073,S_005,2024-07-08
R_20240708_2767,EQ_0081,S_007,2024-07-08
R_20240708_2768,EQ_0089,S_016,2024-07-08
R_20240708_2769,EQ_0105,S_002,2024-07-08
R_20240708_2770,EQ_0143,S_013,2024-07-08
R_20240708_2771,EQ_0153,S_001,2024-07-08
R_20240708_2772,EQ_0165,S_017,2024-07-08
R_20240708_2773,EQ_0179,S_005,2024-07-08
R_20240708_2774,EQ_0184,S_002,2024-07-08
R_20240708_2775,EQ_0194,S_008,2024-07-08
R_20240708_2776,EQ_0280,S_009,2024-07-08
R_20240708_2777,EQ_0286,S_019,2024-07-08
R_20240708_2778,EQ_0295,S_005,2024-07-08
R_20240709_2779,EQ_0061,S_004,2024-07-09
R_20240709_2780,EQ_0074,S_016,2024-07-09
R_20240709_2781,EQ_0094,S_011,2024-07-09
R_20240709_2782,EQ_0146,S_010,2024-07-09
R_20240709_2783,EQ_0153,S_000,2024-07-09
R_20240709_2784,EQ_0181,S_001,2024-07-09
R_20240710_2785,EQ_0007,S_018,2024-07-10
R_20240710_2786,EQ_0029,S_011,2024-07-10
R_20240710_2787,EQ_0046,S_019,2024-07-10
R_20240710_2788,EQ_0071,S_018,2024-07-10
R_20240710_2789,EQ_0082,S_001,2024-07-10
R_20240710_2790,EQ_0094,S_008,2024-07-10
R_20240710_2791,EQ_0122,S_011,2024-07-10
R_20240710_2792,EQ_0196,S_013,2024-07-10
R_20240710_2793,EQ_0216,S_004,2024-07-10
R_20240710_2794,EQ_0223,S_019,2024-07-10
R_20240710_2795,EQ_0236,S_009,2024-07-10
R_20240710_2796,EQ_0244,S_017,2024-07-10
R_20240710_2797,EQ_0246,S_019,2024-07-10
R_20240710_2798,EQ_0273,S_016,2024-07-10
R_20240710_2799,EQ_0296,S_018,2024-07-10
R_20240711_2800,EQ_0008,S_017,2024-07-11
R_20240711_2801,EQ_0016,S_009,2024-07-11
R_20240711_2802,EQ_0017,S_006,2024-07-11
R_20240711_2803,EQ_0036,S_015,2024-07-11
R_20240711_2804,EQ_0050,S_013,2024-07-11
R_20240711_2805,EQ_0059,S_013,2024-07-11
R_20240711_2806,EQ_0079,S_004,2024-07-11
R_20240711_2807,EQ_0101,S_017,2024-07-11
R_20240711_2808,EQ_0106,S_011,2024-07-11
R_20240711_2809,EQ_0123,S_001,2024-07-11
R_20240711_2810,EQ_0130,S_014,2024-07-11
R_20240711_2811,EQ_0157,S_011,2024-07-11
R_20240711_2812,EQ_0159,S_011,2024-07-11
R_20240711_2813,EQ_0207,S_016,2024-07-11
R_20240711_2814,EQ_0235,S_017,2024-07-11
R_20240711_2815,EQ_0236,S_010,2024-07-11
R_20240711_2816,EQ_0243,S_000,2024-07-11
R_20240711_2817,EQ_0254,S_009,2024-07-11
R_20240711_2818,EQ_0255,S_005,2024-07-11
R_20240711_2819,EQ_0256,S_009,2024-07-11
